"gene_id","Water","Drought","MeanDecreaseAccuracy","MeanDecreaseGini"
"Os02g0675700",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os02g0738200",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os02g0782550",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os02g0830801",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os03g0134500",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os03g0211900",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os03g0228800",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os03g0372600",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os03g0388432",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os03g0575200",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os03g0730600",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os03g0741050",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os03g0834050",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os04g0116200",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os04g0376200",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os04g0501500",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os04g0523812",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os04g0543600",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os04g0577337",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os04g0604300",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os05g0196200",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os05g0446900",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os05g0497300",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os05g0552800",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os06g0233800",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os06g0698300",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os07g0123800",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os07g0232800",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os07g0249800",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os07g0480800",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os07g0529700",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os07g0531800",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os08g0130900",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
"Os08g0231100",1.00100150250438,1.00100150250438,1.00100150250438,0.00533333333333333
